  Tweets,Hasil
YOU pay attention to YOUR staff norak gatau diri gak ngehargai privasi artis!,-1
"Minimal bisa jaga privasi artis, panitia gaada yg becus. Tolong dong ini sekelas sugaa woyy, minimal kalo mau didenger bilangangin kestaff bandara suruh jaga privasi jangan main video norakkkk tau ga!!!",-1
"Hei jangan cuma mikir duit Mulu,, mikirin juga donk keamanan dan privasi artis
Gue mnta tolong ya urusin dulu staffmu itu Kerja yang benar dikit,caperrr aishhhh jangan diam-diam mulu",-1
"urusin yang lagi rame dong anjir, privasi artis(yoongi) noh pada bocor gimana sih",-1
"diantara gempuran artis indo yang belakangan ini ngadain konser, the only konser band indo yg gue tunggu adalah reality club, apa gamau? ...",0
"Tolong juga beri perhatian dan tanggung jawab kalian terhadap privasi dan kenyamanan artis yang diganggu oleh para staff yg gak menghargai org lain begini. ARMY diem baek², eh ordalnya sendiri malah ada aja yg bertingkah. Tolong jangan cuma diem doang kek pas kasus tiket kemarin.",-1
"lho tapi, bukan nya ttd artis yg bagi ke fans sm ttd milik ""data"" beda ya. tapi tapi gatau deng.",0
Please attention juga dong mei.. protect artis dan benerin orang2 lu. Minal lu beri komentar ke,0
"Hahaha iya banget sodara gw juga keluarganya make nama artis vena melinda, ferdy hasan, ada ikatan cinta nama aldebaran, yang paling banyak di pake panggilan baby al, baby el cm dul yang ga dipake.",0
Hei ime.. ksh keamanan yg terbaik buat yoongi dong.. knp bs kelolosan petugas bandara foto dan video in artis yg dibawa!!,-1
"MinOppa liat-liat lagi banyak nih artis Korea yang mau ngadain konser atau fanmeetingnya di Indonesia!!
Chingu-deul dompetnya aman?🤭 Berikut ini deretan artis Korea yang akan ngadain konser dan fanmeetingnya di Indonesia!!",0
Festival versi mereka ada aturan sendiri sepertinya. Apalagi ini line up nya berbagai artis bukan konser solo :'),0
"Lah ini salah udh dilaporin, lapor ajapun ga cukup di negara ini, harus viral baru diurus. Lu pikir artis biasa aja belum tentu marah? Lu pikir artis apalagi sebesar BTS bisa marah gitu aja tanpa mikir? Kalaupun emg foto krn kepentingan bandara hrsnya ttp privasi. Goblok!",-1
"jagain dulu artis lo yg bener, jangan duit, duit, duit, duit, terus anjir.",-1
Klo murid itu sudah debut idol/ artis bebas piercing dan gaya rambut. Klo murid biasa piercing harus di lepas/ di plester di jam sekolah jadi menutupi piercing nya juga cat rambut ga boleh warna terang. Setauku cmiiw,0
"udahlah capek saya liatnya, tolong jangan disamakan dengan artis indonesia 😭 yoongi kami butuh privasi!!!! kasian takut dia mau makan nasi padang ditempat tapi g kesampean 🥹",1
"Staff lu suruh kerja yg bener dah, jgn ganggu privasi artis apalagi spoiler spoiler",-1
"Tolol ime gak berubah anjir dari dulu soal pengamanan artis wkwkwk dulu pas wings staf luar bisa masuk ke lantai hotel yg dipake member bts, sekarang gak dijagain di imigrasi. Tolol banget otaknya gaada",-1
Beberapa bulan lalu ada artis kyk km gitu kasusnya.,0
"Begitulah SDM kita. Apalagi yg soal orang imigrasi yg ngefotoin itu kayaknya bapak2 deh. Boomer mana paham privacy2. Taunya ketemu artis macam rafi ya foto2 terus 😌
Klo mba2 petugas avsec emg norak sih. Bahkan yg ngrekam lari2 buntutin suga pas naik mobil. Huhu capee bgt 😭",-1
Kirain artis korea ternyata rafatar 🥹masih bocil aja cakep banget gimana kalau dah gedeee,1
"Tindak lanjuti tuh org² yg nyebar foto Suga smlm, jgn diem² bae, army udh berusaha jaga privacy suga buat ga dtg ke bandara tp staff instansi penerbangan malah foto². Lu sbgai promotor harusnya bisa jaga kemanan artis yg lu bawa dong, bukan lepas tangan.",-1
Dasar warga Konoha bener kan dulu tuh mening gausah aja artis luar negri ke sini orang2 nya pada norak padahal harusnya lu kerja profesional cih,-1
gua kalo ketemu artis kenapa lnhsunh lupa namanya sih wkwkw harus nyari dulu di following 😅,0
"Nah ini, biasanya artis sekelas Bangtan psti ada yg liput bgitu masuk/kluar bandara. Ini ga ada kabar sama sekali🤨",0
"halo.
selamat siang.
mohon maaf, apakah petugas2 anda di bandara bisa lebih bersikap profesional dengan tidak menyebarluaskan foto siapapun itu termasuk artis terkenal? hal tsb sudah melanggar privasi.
mohon tanggapannya. terimakasih.",-1
"Ada yang namanya kode etik mbak,mau dia pap buat temen atau bukan,kalau emang niatnya mau ngasih tau temen hal privaci seperti itu bisa tunggu artis kembali ke negara asalnya",-1
"Baru tau kalo Yoasobi bisa diakses di Beyond Live, biasanya artis K-Pop (terutama artis SM).",0
Lambertt lagi nk dpt kes artis🤣 senior lawyer je yg selalu dpt,0
"untuk nge-blacklist indo dari daftar tour konser mereka. ditambah lagi kalau kasusnya viral sampe fans inter, malunya luar biasa. dan bisa aja mereka mass email ke bighit atas ketidaknyamanan bocornya privasi artis mereka. ibarat pepatah ""nira setitik rusak susu sebelanga""",-1
"Bustier, longtorso, kamisol. Kalo artis mah cakep ya pake gt kalo w mah kaya apaan😭",0
Bpk xg trhormat.... tolong sgera tindk anggota bpk xg tdk bisa mnjga n mghrgai privasy dr artis min yoongi ato suga BTS.... Jgn smpe ARMY xg turun tgan lgsg untuk mgatasi mslh in.... Klkuan anggota bpk NORAK bgt krn tdk bsa mnjga privasy org,-1
"Gw bukan Army dan bukan Kpoper, tapi ini sih parahhh. Profesionalisme nya udah jatuh ke jurang. Temen gw yg kerja di hotel aja gak pernah mau ngasih tau nama artis yg pernah nongol di tempat dia. Ini petugas imigrasi loh, garda terdepan Indonesia di pintu masuk negara. Pecat! 😡",-1
"Gue kalo jadi Yoongi udah gak mood konser anjirnh
Emng si di sini tuh artis aja ampe tau rumah sanak saudara dan keborokannya. Kebiasaan kepo tapi ya jelek aja gitu 😭",-1
Iyalah kan ak artis,0
Jd inget artis inisial R siapa ya?,0
Iya bner coba deh cek ig artis lain yg jumlah followersnya gak genap. Psti pas cek di google angka nya dibuletin kek lisa aja 94.1m jdi 94m doang,0
"Kek yg aku blg, staff2/crew2 promotor jg gk jrg kek gtu, berbekal pake ID/lanyard ""crew/staff"" Wihh lagaknya petantang petenteng berasa paling ok krn punya akses lebih dkt dgn si artis pdhal tau artisnya siapa jg gak. Ntr di share2 aja tu di sosmed dgn bangganya",0
"Sebel kalo nemu artis fi twitter tp gaada akun ig Kan aku mau flexing, kalo aku abis nemu artis yg kereeen!!",1
"Bukan masalah visual ye mon maaf, ini masalah privasi artis lo ngerti gasii artinya privasi, ape lo gapunya privasi? noh pp mu ganti dulu gosah malu²in. Mau suga rambunye lagi acak²an, alisnya tebel sebelah, gakpake bedak bodo amat oyyy army dah biasa liat bangtan bare face",-1
"Tolong lebih protect lagi dong staff bandara, hotel dll yang TIDAK PROFESIONAL DAN NORAK main info sana sini lalu foto video secara diam-diam. ARMY ngejaga privasi artis, lah masa kalian staff nya pada ember??? udah gitu langsung di share ke sosmed. GAK LIKE!!!",-1
Daripada takut ketemu beliau sbnrnya lebih engsyes menjadwalkan diri sendiri alias ini udah mulai mules2 mikirin hrs dtg jam berapa nyampe sana ngapain bagi fribis kapan makan siang kapan kek padet bgt itu jadwal gw??? lebih artis gw drpd uyon,0
"Yaa orang2 ""awam"" Ni apa sih istilahnya ""fomo"" Ya? Sorry kl krg tepat, ya yg rame2 meski gk tau siapa kl heboh ya bakal di dokumentasikan dan di share ke khalayak ramai! Kesannya pamer dan pgn viral, kl kasusnya artis biar di bilang aja "" Wah km beruntung bgd pdhal bkn fans"" HEOL",-1
Makanya pada gak peduli privasi artis. Mikirnya bodo amat yg penting foto atau videonya laku keras dilihat banyak orang..Jan gitu?. Boro-boro artis... apalagi artis sekelas BTS..orang biasa aja dikepoin. Kemarin2 kita mungkin terlalu mikir soal itu.. meskipun kita tahu,0
"Kirain 4rise cuma megang bayik, ternyata per membernya juga megang artis lain ya.",0
Iya bilang nya resiko jd artis besar,0
Shibal seikkyaa ya my org org itu.. Contohlaah org² LN yg menjaga bgt privacy artis..,1
10 tahun lebih gak nonton tv. Sampe artis yg sekarang populer aja aku gak kenal,0
"Dibilang Pelit Sama Dinar Candy, Ini Kata Ridho Illahi",0
Coba bandingkan sama artis Korea.. misalnya kayak akun instagramnya V...folloer 59 juta sekian tapi tiap posting yg nge-like sampai 9-10 juta like ....itu masuk akal gitu loh. Karena budaya di Indonesia tuh jual beli follower. Dan budaya kyk gitu mendarah daging ke masyarakat.,1
Kaya nama anaknya artis ya kak😭🙏🏻,0
"Sama kek pejabat artis influencer yg dulu endorse UU KPK baru dan UU cipta kerja.
Wes dok Gak usah bawa bawa harapan tapi sistem pengambil kebijakannya buruk kek gini?!",0
"[NOW AIRING] Selamat siang menjelang sore, Londoners! ✨ sekarang lo ditemenin sama Vina ( &amp; Nadira di acara",0
ga usah jadi artis lah klo gitu.. aman,1
iyh bg buset sibuk bgt kek artis,0
Tolol kok dipelihara. Korea tuh negara yang privasi gede sama kayak jepang jadi jangan samain sama Indonesia yang semua artis atau publik figur bisa di posting dimana²,-1
"Brarti memang betul artis ini, kok tanpa yang diduga atau mirip",0
"bayangin itu segedung hybe pasti bisa liat... staffnya, artis yg lain, kyk... kasian enha jujur😭😭😭😭 smg mereka cm ketawa2 aja deh menganggap hal tsb konyol🥲",1
Kirain tadi artis cilik Korea 😭😭 ternyata rafatar,0
yg pura-pura pacaran sama siapa..biar populer. Oh iya..setingan ya namanya?. Makanya kenapa aku males sama dunia entertainment Indonesia. Bahkan artis Indonesia yang follower instagramnya sampai setingkat blackpink tapi giliran posting yg nge-like cuma sekian puluh ribu. Aneh...,-1
"Kyk gini tu mereka mikirnya kyk validasi nggak sih ? Nih aku tau infonya sedangkan kalian enggak gt jadi mau nyombong kalo dia tau jadwal tempat dsb , sedangkan mereka nggak mikirin ini privasi artis.intinya mereka ni nggak bisa menghargai 😤",-1
Tapi bukan artis pertama kpop kan..hahaha kan yang pertama tablo🤣,0
Bener banget ngidolain artis itu nikmati karyanya bukan kepo kehidupan pribadinya,1
"Pak Suka Nonton bokep bukan kebutuhan, mungkin artis Bokepnya aja Narsis
😜😜😜 Ga Terlalu Masalah bagi saya kalau dia kenal Banyak Artis Bokep atau Akun Bokep , Mungkinkah memang Benar Akun atau Artis Bokep itu Kendala Pak Ganjar waktu Pilpres Tahun ini ???????",-1
Asli nanya..ini ime gk ngurusin artis nya saat sampai di indonesia ya?jujur di ksh fasilitas nya minim bgt.. fasilitas gk cm akomodasi dan penginapan.. tp keamanan jg..ini mrk tau gak sih..artis yg mrk bawa...heran gw sm Kecewa bgt asli...,-1
"App itu cuman bisa follow dua artis. Kalo mau banyak, mesti bayar 🥲. Btw app itu semacam kayak kita bisa liat upcoming schedule mereka, fan blog, community, hot trend, pokoknya semua serba penggemar",0
Begitulah budaya masyarakat Indonesia dek.. tingkat keponya sangat tinggi. Dunia entertainment Indonesia kan juga aneh banget...di Indonesia artis kena skandal malah laris manis.. diundang dimana mana...dapet duit dan populer juga..makanya banyak artis Indo yg sampai apa namanya,-1
"Gua lagi batin Dr kemaren2 di AirPort Indo petugas nya makin mengkhawatirkan kalo ada artis Korea dateng bahkan ngejar2 pakek sergam udah gak malu Karna kalo di luar yang ngejar cuma fans nya dan gak ada yg pakek seragam , ini lebih parah diruangan anjir wkwkwk",0
Memuji artis kayak memuji nabi saja wqwqwq,0
"Iya bnr. Soalnya orang Indonesia suka latah. Ada nama anak artis lngsung di copy paste. Dulu bnyk anak bernama Rasya,Aurell,Isabella,Rafa...mungkin yg gk ada menyamai adlh Jan Ethes. Itu pun Narendra nya udah dipake nama keponakan sy🤭",-1
"Kalo mau dilihat sebagai promotor yg baguss dlm segala hal tuh dilihat dulu cara menjaga privasi artisnyaa, seterkenal apa mereka. Gak mesti terkenal jga si tp bsa diliat dari seberapa banyak fansnyaa si artis ini. Kalo kalian baguss fansnya artis pun bakal apresiasi kalian jga.",1
"Gini kak... mau dia artis, pejabat, orang biasa, siapapun nggak boleh difoto sembarangan. Itu namanya privasi. Apalagi kasusnya kali ini artis besar. Itu basic manner kak 🙏",-1
"Hoki juga gue magang di samsat, ketemu artis lagi pecah kk 🙏🏻",0
perkara ada artis orang2 jadi ga profesional kerjanya se udik itu😅,-1
Dari kemaren perasaan ini staff2 pada norak ya??? Pada ngevideoin suga pas mau masuk travel itu trs skrg ini?!!!?!?? Emg indo tuh blm siap anjr kedatengan artis terkenal soalnya org2nya msh pada norak,-1
"Iyaaaa, Tina Turner salah satu artis yg kalo konser tuh pasti NIAT banget, bener bener gak kaleng kaleng. Power sama energy nya hebat bgt.
Tapi emang penyanyi generasi dia sudah tua tua sih ya. Terakhir kalo gak salah kan Aretha Franklin meninggal",1
"Ga kuat bgt liat akun ibu"" yg foto profilnya sama anak perempuannya tp bisa""nya ikutan ngehujat artis yg skandalnya Lg rame saat ini. Ibuuunya udh PD bgt yaa kalau hasil didikannya nanti ga aneh"" 🥲 mamahku aja dlu ga berani komen soal anak gadis orng Krn tkt berbalik ke aku🥲",0
"Ketika fans berusaha keras untuk menjaga kenyamanan artis, saling mengingatkan, tapi pihak-pihak yang punya akses karena pekerjaan mereka malah yang bertingkah norak dan kampungan melanggar privasi demi clout 😔
Do your job properly",-1
Mana tipe cara ngefotonya tuh sama wkwkw dari depan bgt kaya ditodong hp wkwkw ya elahhhh artis korea sama kamera tersembunyi aja sadar apalagi lu hapean didepan mereka wkwkwkw,0
"oke siap saya catat, btw mbaknya agensinya kah kok artis kami artis kami",1
wkwk sadar gak sih ngomong kaya gini tuh! ini suga loh SUGA OF BTS. kita itu jadi tuan rumah harusnya tau untuk bersikap apa saat artis besar datang ke negara kita sambut dan treat mereka dengan baik dan nyaman!! jgn bikin indonesia di blacklist dalam daftar tour mereka nanti,1
"Sasaeng indomy lebih mengerikan, dari Sasaeng Korea, sampe hal paling pribadi artis aja di sebar, Bangtan semoga rezeki ku lancar, cukup kita yang datang k Korea kalian gk usah, negara' ku bad attitude soal privasi artist 😏",-1
"w liat klo ada artis kpop lain kesini gapernah tuh sampe ngevidio ngefto kok ini kaya gini? nyari clout ya lo pada bangsat, w doain yg terbaik dah buat oknum² yg nyebar fto sama video pacar w",-1
"Mengidolakan figur pengusaha pernah denger, mengidolakan keluarga artis juga sering, nah mengidolakan keluarga konglomerat baru denger nih gw.
Paling keluarga kerajaan yg pernah gw liat sih",1
"twitter ini isinya ribut mulu dah, kayak rumah tangga artis",-1
Kalo dari mukanya sih emng real si cewek artis itu cuma kaya si ceweknya ngga sadar di vidioin ntah dianya abis mabok atau di kasih obat ini mah menurut saya ya,0
"salma salsabil winner idol xii kak, perjuangannya ikut ajang pencarian bakat dan dibilangin artis gagal
terus orangnya seru, asik, dannn multitalent sekaliii🥰👆🏻",1
"Ini yang dia omongin artis indonesia yg seneng dipoto poto dimanapun dia berada sekalipun diimgrasi, beda halnya sm artis luar. Kalo gatau gak usah beropini.",-1
"Dari 3 artis Internasional yang dirumorkan bakal manggung di Indonesia, yang mana yang paling kamu tunggu, Daks?
BMTH seru kali yaa~",0
Lha itu kan yg moto g tau kalo itu artis?,0
"Ehhh w kira artis korea baru 😭😭
Kalo w ga baca captionnya bakal ngira member bg baru",0
"Emang salah sih datangin artis besar ke negara yang punya masyarakat jiwa pansos dan haus ketenaran ini. Udah kayak zombie ngejar mangsa. Gada otak sama akalnya lagi. Ditegur malah ngeles, dikasih d**d t**t baru muncul terus playing victim kaya korban, heleh heleh cocotmu.",-1
Dia ga mikir artis jg manusia😭🤣 krna dia bukan manusia,-1
baru jadi author au aja dah belagu hina2 karya orang gimana jadi artis,-1
Halah kalopun ada artis fenomenal tapi ceritanya tentang fantasi pemerkosaan dan semi bkep mah gue tetep kagak nonton 😅 saya bukan bagian dari target pasar jenis film/drama kaya gini,-1
agaknya lebi sombong manusia yg gaada apa apa dibandingkan artis/public figure😭,-1
army udah ngejaga privasi artis malah staff yg bocoroin dasar bego tai,-1
"Cuma itu?jgope jadi headline Lollapalooza pertama,ini pencapaian BTS sebagai artis korea pertama dari 2016-2019 tanpa embel-embel gender",0
"Tolong dong ime kalau nyari staff/volunteer yang bener² aja ditest gt... Masa iya bisa bisanya staff yg hrsnya punya tanggung jawab menjaga privasi org lain malah nyebarin privasi artis, sriusaan dah lo jd promotor yg gue keselin dah, benci jg🙃🙃",-1
"Emang punya moots yg sepemikiran ttg private time artis tuh penting banget, Krn setiap ada case yg ngeributin masalah leaked info ttg anak2 tl ku bersih ga ada satu pun pict/vid yg muncul 🥺",0
"padahal bukan data pribadi juga kan ig dia, kaya gtu masih butuh privasi dia, tp kalo publik figure terus gaada privasi gtu , resiko dia jd artis semua bisa diumbar kaya artis2 indo kali, kocak kadang mah najisssss",-1
"ㅤㅤㅤㅤㅤㅤ
- Pemain hanya saling memanggil satu sama lain, jika artis yang dipanggil tidak melanjutkan dalam kurun waktu 3 menit maka artis tersebut gagal debut (tereliminasi).
- Dalam satu ronde, pemain tidak boleh memanggil ulang artis yang sudah debut.
ㅤㅤㅤㅤㅤㅤ",0
"ㅤㅤㅤㅤㅤㅤ
- Permainan ini seperti permainan kebun binatang pada umumnya namun dimodifikasi tidak menggunakan hewan melainkan artis.
- Memilih artis kebanggaan kalian yang ingin digunakan sebagai identitas di kolom yang telah disediakan.
ㅤㅤㅤㅤㅤㅤ",0
Ini lah kenapa gue harus ngumpulin duit sebanyak mungkin karna tau kalau negara ini sebegitunya sama artis luar yg mau konser di mari 😔😔😔 malu banget asli,-1
"Tolong ya disiplinkan staf kalain, gk ada kerjaan apa gmn..? Udah tau ada artis yang lewat jalur vip mlh difoto disebar, staf anda itu tau privasi gak si.? Sekolah kan..? Jangan norak deh",-1
"dia orang fomo, bukan army. belum paham cara jaga privasi artis gimana.",-1
wellcome Indonesia di mana privacy artis bnr bnr udah ngga ada,-1
Sape artis fenomenal? Angelina Jollie? Emma Stone? Anne Hathaway? 🤣,0
"ini nih budaya indo gaada batesan mau dia artis semua di spill, jadi ke semua nya sama, ga mikir dikira semua artis kaya artis indo apa2 bebas tanpa privasi",-1
"track record u kok jelek banget y akhir akhir ini, pdhal sebelumnya bawa bawa artis gede tpi ga se problematik sekarang",-1
Pdhal artis lain klu dibilang “cut” lngsung lepas tangan. Ini tetap yaaa wkwkkw lengket,0
"maruk maruk amat liat staff ga profesional gini ajg. baru keluar dari goa kah? ga pernah liat artis? gatal kali kah tanganmu asal vidioin orang tanpa izin? dibilangin malah bebal. army udah kompak saling ingetin, eh malah pihak sono njg yg betingkah. kesel bgt gue fakk",-1
malu bgt anjir klo artis hybe pada liat🥲🥲🥲🥲,-1
"Bisa gasih di hps dulu .. astagfirullah Bebel bgt jadi orang udah di peringatin masih aja di up sana sini.. tau privasi gasih,, apa guna nya Suga lewat jalur VIP kalo ga biar aman ngejaga privasi .. ini malah di up sana sini . Seneng"" sih tp ngerti dong privasi artis",-1
kalo mereka mah yg penting kan pamer ketemu artis korea,0
"Lha kok bisa-bisa nya staf internal yang spill fotonya nya ke media, video juga ke media, emang sih cuma foto, tapi kan mereka fotonya diem2 tanpa konsen dari artis nya sendiri.",-1
anjir lah org indo gak bisa apa ya liat artis hidup tenang bentar aja,-1
Parah banget sih… bener2 ga habis pikir. Itu artis udh lewat jalur vip menurut lo buat apa? Malah seenak udel foto2 pas di ruang yg privat gitu ih tolol tolol bener2 norak se norak2nya dan ga ada profesional nya sebagai staf. Gilo,-1
Ternyata gini ya rasanya jadi “Fuji” yang sehari pindah2 tempat. Salut sama para artis dan konten kreator diluar sana yang kerjanya nomaden,0
"Wkwkw apasih tolol dah opini lo. Kl punya otak minimal dipake, ga harus ada peraturan larangan kl otak lo jalan buat mikir tiap org tuh punya privasi. Kl mau foto ya foto aja gaush segala disebar2 anjjj pgn bgt dibilang paling tau informasi artis luu? Profesional kaga, caper iya",-1
gapernah jd artis sih ya jd gak ngerti kasian gapapa gapapa,0
"dibayar berapa pak? Berani umbar privasi customernya? Atau mau tenar aja ni pak? Biar viral gitu. ""Nih kedatangan artis dunia"" Ups🫢 miris banget wkwkwk",-1
"Ini tahun ke 3 gak nyalain tv. Pas nginep dirumah kaka mereka nyalin tv gw malah ngamar, aneh liat acara tv. Tau pergosipan artis, berita duka, berita gt mah tinggal buka trending twt 😭",0
"Mengingat hal inii udh yakin siihh Dan buat trauma diri sendiri nonton konser di negara sendiri Kek yg malu bgttt sama artis"" luar negri di perilaku kan begini sama org dalam negri kta sendiri 🥺",-1
Semua artis korea ke Indonesia kecuali idol-idolnya Starship,0
"Kan bener aku udah duga fans Jihoon pasti dari segi sifat, sikap, dan style 11 12 sama Jihoon, dan kebanyakan anggun casual disaat bersamaan, karna emg banyak cewek muda cantik gitu yang suka sama Jihoon, artis aja kebanyakan kepincut nya sama Jihoon😂😆❤️🔥",1
"Profesional we ime lu tuh harusnya ngasih kenyamanan ke artis yang lu undang kita fansnya udah susah payah jagain privacynya staff"" lu malah ember seenak jidat😠",-1
"47. Hari-hari ray
(Itu si bintang bukan artis ya, dia lagi bikin short film ala2 gitu sama ekskulnya wkwk)",0
"Jong ki pernah d foto pas ada acara d bali. Nikahan apa ya. Trs d sebar luasin. Baru2 ini ada artis korea yg main d bali, ada yg foto dan d sebar luasin. Kok gaada masalah ya",1
Kami sebagai fans tidak pernah tau informasi pribadi Artis kami karena itu merupakan Kami hanya mengetahui schedule yang ada dari agensi. Stop sebar informasi Suga selama berada di Indonesia.,0
"Yang masih ada belain staf bandaranya karna artis dan agensinya gak bertindak apa2
Coba ya gue kasih analogi.
Mreka ini penyedia jasa. Bayangin nih, kalo lo sakit, berobat ke RS, difoto2 sama perawat buat disebarin ke temennya dan ke medsos.
Profesional gak? Etis gak?",-1
"Fans udah berusaha jaga privacy, ini malah staff nya yang foto sana sini video sana sini. Ga bisa jaga privacy artis sama sekali 🥲",0
atau artis dibawah kakao aja?,0
"Inget yaa tolong bantu kerja samanya untuk sama"" menjaga privasi artist . Jangan samain dengan artis lokal 🙏",1
"Sorry, bukannya jong ki pernah d foto d bali dan d sebar luaskan. Trs ada bbrp artis korea yg main ke bali dan d foto trs d sebar luaskan jg. Kok keknya mereka gaada masalah ya.",1
Staffnya tolong ditraining lagiii soal privasi orang lain yaaa. Ini artis luar negeri lohh apalagi orang2 Korea menjunjung tinggi privasi... bisa-bisanya malah pada sibuk ngrekam... NORAK tau gakk,-1
kenapasi heboh org org kaga tau ya privasi pake segala blg itukan peran public figur eh bambang makanya tau budaya korea jgn lu samain sm budaya disini org sini jd artis heboh nyebar org sono ya bedalah,-1
"125k buat konser 3 artis murah banget lohh
Yuk kapan lagi bisa nonton
✅ Raisa
✅ Maliq
✅ Nidji
Sama temen” FK UNAIR hihi siapa tau bisa dapet wejangan, temen belajar, atau bahkan temen hidup🫢
Yuk langsung aja dm aku ♥️♥️
t. WTS tiket surabaya sby event anesthesia jatim expo",0
gimana si jadi promotor ga becus banget jangan cuma mau duitnya doang dong ini artis yang lu bawa privasinya ga aman lho kok lu diem aja,-1
Tolonggg bangeeet jaga privasi Artis Kami. Kami merasa kecewa dengan sikap oknum yang menyebarkan informasi pribadi artis kami. Tolong bangett iniii.,1
"Ya ampun salfok sama kegantengan ""Rafathar"" emang beneran mirip artis Korea 😍😍😍
📷 Foto :",1
"orang lokal nih norak norak betul ternyata, kayak gapernah liat artis korea aja, dihhhhh",-1
Namun mengapa ketika kami tidak mengganggu privasi artis kami dari staff Imigrasi malah membocorkan privasi artis kami? Sejauh artis kami pergi ke luar negeri selama ini dan sudah menjalankan tur di Amerika sebulan kemarin dan -,0
"Anu.. hmm soal hal2 gini agak susah dikendalikan kalau emang punya temen yang ada akses yah. Cuma sebagai staff yang baik dan benar sih dikeep sendiri infonya, trs dibagiinnya setelah si artis balik. Aku ngerti pasti kebelet bgt pengen pamer wkwkw cuma ya egonya diteken bentar gt",1
"Perlu kalian ketahui, sebagai fans, kami sudah mentrendingkan",1
"Madly didirikan oleh mantan penyiar radio kondang sekaligus artis Singapura, Maddy Barber yang 2014 lalu terjun ke desain perhiasan berkonsep bespoke.",0
"Ini nih, Indonesia gak sukanya org gini ni, caper, fomo, gak ngerti etika sopan santun jaga privasi orang lain, even artis tapi mereka juga manusia yg butuh privasi, gila aja Leles Suga BTS aja seberani itu, belum tau nih fandomnya army, awas aja. P",-1
"jangankan artis, lihat turis bule aja hebohnya luar binasa",0
"orang-orang sini emang pada norak ya, ga bisa kalau lihat artis luar dikit. kesel banget lihatnya",-1
Ini 7 artis yang sempat alami masalah keuangan,0
gimana nih? kita2 sebagai fans bener2 ngejaga privacy artis kami loh!! Lo dan jajaran lo gimana? kenapa bisa bocor? duit mulu sih yg lo pikir kebanyakan revisi kemarin makanya matengin dulu kalo mau ngebawa idol dunia☺️,-1
tolong ya bapak/ibu segera ditindak salah satu pekerja di tempat anda. beliau sudah melanggar peraturan dalam penyebaran foto didalam ruang imigrasi dan privasi artis tersebut.,0
"Bad attitude bgt yaallah, bkin artis gak nyaman klo kek gini.",-1
"Bukan ribet.
Despite dia artis atau bukan. Yg mrk lakukan sgt tdk profesional.
Kalo yg foto orang biasa gakan diribetin, paling diomelin doang sama satu fandom.
Tapi ini malah staf bandara nya yg berulah.
Mereka ini jual jasa, dan HARUS profesional.",-1
"beda idol besar sama artis indonesia, jangan disamakan, sekalipun gada peraturan tertulis diruangan seharus nya dia ngerti bahwa idol/aktris dari luar negri itu bener² terjaga privasi nya, jdi wajar kalau fans nya marah, karna emng dasarnya warga indo norak,gatau privasi org lain",-1
"Itu staf yang sebarin foto/video biar apa sih? Mau pamer ketemu artis? Gblk. Kasian, dikasih kepercayaan buat kerja tapi masalah privasi aja mesti diingetin.",-1
"Army dah tertib, eh malah biang kerok ternyata staff bandara sendiri☺️ sumpah DEMI APAPUN ITU NORAK BANGET, gak sopan artis turun langsung staff bandara ngeluarin hp semuaa, ngerekam dan disebar luasin privacy yoongi, BENER BENER GAK PROFESIONAL .",-1
seandainya Indonesia bisa seperti arab saudi. pasti pemainnya jadi artis 🤣,0
"heleh paling ""ga rela aku kalo idola q ini pacaran ama cewe lain slain aquhhh"" opo lah gaje. artis itu manusia. siapa lah kita larang kehidupan pribadi. mana sampe direlain ga makan perkara jalan ma artis lain haduh wkwkw 😂",0
Bukan masalah ga pd bodoh .. muak bgt . Lu tau itu ruang imigrasi.. dan disitu pun jelas ya ada ketentuan dilarang memfoto ada hukuman bagi pelanggarnya. Mau itu artis mau org umum tetap ga boleh!!. Seharusnya petugas kek gtu paham.. gaada etika nya sama sekali .,-1
"Makanya 😭😭 aku yg ga ngelakuin dah malu bgt ini gmn reaksi org"" hybe + artis hybe klo tau sksksks",-1
"Nah iya ini, sama artikel daftar 7 artis JAV pensiun, salah satunya nulis Yui Hatano. Lah kapan pensiunnya cobak?",0
"demi tuhan serem banget, ini udah luar jalur bgt cui. Mau dia artis atau bukanpun juga tetep gaboleh asal umbar privasi orang. Gue tunggu sih berita cut off nya tuh petugas imigrasi, gws.",-1
"tolong ya ditindak lanjuti jangan bikin malu indonesia aja, norak bgt staff kalian sampe harus menyebarkan privacy artis",-1
Marah banget. Stop melanggar privasi orang demi konten bisa ga si. tolong lebih profesional lagi penjagaan untuk artis yang kalian bawa ke sini tolong tindak tegas oknum yang melanggar peraturan 😑,-1
Kemben kebaya nder. Kalo artis yang pake mungkin emang stylish nya makeinnya kaya gitu. Kalo kita yg pake baru aneh wkwk,0
"Kalo tiba tiba BTS gamau lagi ke indo berarti salah promotor gabisa ngurus artis dengan baik, salah oknum pihak imigrasi yang gapunya etika ngefoto artis, dan petugas bandara yang gabisa jaga privasi.
Army udah berusaha buat jaga privasi sampe trendingin",-1
"Dikiranya public figure indo sm Korea sm kali ya,di indo lo motoin artis mrka b aja krn emng privasi mrka aj mrka kontenin, lah artis Korea semua serba privasi cuy dri alamat rumah,keluarga, dll.klo mau foto atau videoin jangan di sebar.g ngerti privasi orng dia",0
