Tweet,Hasil
"Kalau muntahnya keluar berak, berarti muntaber",0
"Makasih banyak orang-orang baikkkk❤
Ga nyangka aja sihh, baiknya pada MasyaAllah bangett.
Gue tandain yaa lu, kang batagor yg ampe bikin gue muntaber😩",0
"si fisik yupi auto muntaber, panas dan pala nyut nyut",0
"sesakit itu anj perut gueee, pernah ga si lu boker sampe mual mo muntah alias keknya gue lg kena muntaber dh",0
"78kg ke 68kg perjuangan skiping,defsitkalori dll kurleb 4/5 bulanan.
Kena muntaber 2 hari langsung 60kg ! Astaga.
Jadi temen² klo ada yg pengen turun BB instan tau dong gimana caranya? 😂",0
"rill min, smpe muntaber",0
"salah, gue malah bangun pagi gegara muntaber",0
soyu. karna berhubung gw gak bisa makan miso. tiap abis makan yg based miso pasti muntaber waktu itu pernah sampe vertigo :):):):),0
"hati2 ozmo, lagi musim muntaber",0
"Gw uda dehidrasi gara2 muntaber ya allah,",0
muntaber. mundur tanpa berita,0
"gue minum itu kopi sachet 2 kali dalam sehari dengan perut yang baru diisi nasi 1 kali. Malamnya langsung pusing, lemes, panas dingin, muntaber. Sampai beberapa bulan bahkan sekarang gue masih takut buat minum Good Day lagi.",0
Ya mari kita cek tudey karena saya batal buat rize dan kobeni dari pada nanti muntaber,0
"Kalau lagi musim transfer pegawai baru buka, biasanya suka ada penyakit ""muntaber"" bermunculan ketika pegawai baru baru sebulan kerja mincot Muntaber = mundur tanpa berita",0
"Jadi, sudah berapa kandidat/tim yg ""muntaber"" hingga hari ini?",0
"""muntaber"" = mundur tanpa berita
kandidat yang nge-ghosting atau bagian tim yang ga lanjut terlibat kerjaan, ga ada kabar, tapi yaudahlah di-bodoamat-in juga",0
muntaber ajgggg,-1
"Kepala Bidang Penanggulangan Penyakit Dinkes Bantul dr Sri Wahyu Joko Santoso mengatakan, tumpukan sampah memicu resiko munculnya beberapa penyakit mulai dari muntaber hingga infeksi saluran pernapasan (ISPA)",0
Yaila sakit kok muntaber ya kaga elit bgt,0
"Demam tinggi, mual, in my case sampe timbul bintik merah seluruh badan dan mimisan, menggigil, muntaber, lemes ampe mau bangun aja kyk gk mampu.. tp klo udh ngerasain 1 dari beberapa gejala ini, better langsung periksa",0
"Udah minggu ke 4 masuk kampus tp temen gw gk nambah. Emang bener sih dikampus gak usah banyak2in temen yang ada bikin ribet, pusing, cepet lemes, meriang, muntaber, kringet dingin, dan hepatitis A-Z. Gak cocok punya banyak temen emang 🤌🏻",0
Sekarang dikit2 muntaber klo makan di luar yg ga terjamin kebersihannya 😔,0
"Warga Kota Jogja mulai mengeluhkan banyaknya tumpukan sampah yang tidak terangkut. Warga mengeluhkan bau sampah yang menyengat.
Tumpukan sampah yang berlebihan dapat memicu resiko munculnya beberapa penyakit mulai dari muntaber hingga infeksi saluran pernapasan (ISPA).",0
Habis tu muntaber LG 😭,0
Bener2 bikin ovt banget deh ini. Baru pertama kali punya kitten malah muntaber gak beres2. Capek bgt 😭😭,0
awas muntaber dul kebanyakan makan bakso abangnya,0
udah ga muntaber lagi tapi jadinya demam skalian oyong🥹,0
Calon muntaber lgi,0
Perkara isi perut sendiri. Beli nasi di warteg atau lauk2nya sekalian aja gak mau. Masak nasi malah jadi bubur. 🤦‍♀️ Ini kalo suruh hidup sendiri muntaber kali. Ngandelin orang lain dan nggak mau keluar duit. Masyaallah tabarakallah emang.,0
Tkan nggone anakmu muntaber mz,0
"siangnya nyoba mam nasi pelan2 aman ga ada muntaber, perut sempat ngisap 3x. lemesnyaaa padahal ga ada makan yang aneh2😭😭 asumsi pacarku aku masuk angin",0
"Gak banget liburannya, 4D3N muntaber terus hari pertama meriang, kalo di jl mules mampir indomaret atau alfa buat pup, padahal udh minum obat segala macem obat gue minum gak mempan,mana keluarnya air doang untung w rajin minum",0
jgn sampai muntaber ( muntah berak ),0
mmeg. lu kerja juga di perusahaan yg kebanyakan didiriin anak ips. gua suguhin soal akuntansi juga muntaber lu,0
abis ngejudi sampe muntaber,0
muntaber and maagh kills anak kelas akhir,0
pls gue tadi pagi udh muntaber tp udah engga ber ber bya sih cuma masih muntahh,0
"ᅠ
ᅠ
*// ketika Ami gak bolehin aku ambil banyak job, meskipun dia sanggup kerjain, tapi pas aku coba konfirmasi job yg mau aku ambil, yg nawarin pekerjaannya malah muntaber. Kan... 🙂😶 tapi gapapa sih, kata si Ami bagus berarti, gak banyak kerjaan.
ᅠ
ᅠ",0
"Ternyata ada dua tetanggaku yang sedang menebar racun tikus di luar rumah mereka. Aku gamau nuduh siapa pun karena belum tentu juga Miky muntaber tiba-tiba karena racun. Yang jelas, Miky begitu sehabis ke luar rumah. Dua kakinya basah gitu, entah injek apa.",0
"Pagi tadi, aku nemuin kucingku Miky tiba-tiba muntaber ga karuan. Kali ini muntahnya bukan kaya keselek biasa, tapi ada busa putih yang agak kental. Poopnya pun di mana-mana padahal dia kalo poop selalu di toilet. Miky juga susah napas dan jadi lemas. Ga lama setelah itu-",0
sebenernya ini sakit tersingkatku wkwk. semalem muntaber paginya udah sembuh🥹,0
Nah lolos apa gak nya itu yg bikin muntaber,0
Baru 2 hari kena muntaber. Tpi lemes bnget anjenggg,-1
"muntaber beneran, males banget",0
Animator Kimetsu No Yaiba muntah muntaber ngga ya pas bikin film nya? Gue yg nonton aja ampe puyeng bgt ini,0
"️️ ️️
️️ ️️
️️ harus banget muntaber? gak sekalian tipes biar makin lengkap?
️️ ️️
️️ ️️
️️",0
anjing beneran muntaber,-1
"Lahh seriusan? Kalo muntaber terus minum oralit biar gak dehidrasi, atau langsung ke klinik aja",0
Lediggg lu kemaren abis liat sugar daddy nya si tif*** langsung muntaber gitu,0
Adopt anabul umur 4 bulan. Baru 3hari dirumah udah muntaber 😭 bingung bgt,0
Langsung muntaber dia pak. ☺☺,0
"hoyong ngiring om jons, bos muntaber wae duh",0
Tau ih. Bukan gitu caranya protect Lisa dari kaum muntaber,0
"doa paling serius dari saya, semoga para koruptor pas makan pake uang rakyat, makanannya jadi belatung, trus muntaber HAHA",0
"Apalagi sy thor , baca partnya alana konti langsung muntaber",0
"Setelah cacar, trbitlah muntaber, trs setelah muntaber kmaren kracunann mknn ha dan hari ini mencret² . Cukup cukup mmg ak ni🙃😅",0
"Banyak banget gua nemuin kasus driver curang kyk gini, salah satunya ini. Lo bisa CANCEL kl emg lo yg g sanggup bukan malah sengaja nyalain app trs tgl ngom gini dan merasa beres. Keluarga lo makan uang haram anjing muntaber semua supriana",-1
"ada yg tengah tuuh yg abu2 wkwkw lincah banget, lg muntaber pun gakeliatan sakit krn ceria bgt ga lemes",0
"Abis muntaber kemaren mbak, ini masih cranky dan gamau maem",0
ada juga pacaran yang bikin muntaber,0
mau ganti signature jd lylia tp match alpha 800 anjr 😭😭😭😭 bisa muntaber aku main lylia spam 600match,0
"Sini kerja barengan gw, 50 juta sebulan juga lu bisa dapet selama lu emang mau kerja dan kasih effort luar biasa sampai berdarah darah muntaber fulfill.pemcapaian 😂",0
"Jangan"" lu muntaber nder😭",0
Lah daripada ngayal ngelawan junjungan ente yg di twitter aja muntaber karena tdk bisa mempertanggungjawabkan isi dengkulnya? Khayalan macam apa itu? Ghirah positif apa yg bisa muncul dari khayalan tak berguna semacam itu? Ada?,0
"kit perut kaya gejala muntaber lg.. ini aku salah makan apa yaa kayanya makanku normal"" aja dr kemaren😭",0
Aku sing komen piye? Kagum po muntaber?,0
"Abis covid skrg gue muntaber, ya Allah lemes banget 😭😭 ada-ada aja deh…",0
muntaber bgt liat akmen 2,0
"Holaaaaaa👋👋👋👋
Minmut jual apk premium
Bagi yg berminat silahkuen dm minmut yahh😻😻😻😻😻😻
Keuntungan beli di minmut
- HARGA murah meriah muntaber
- Proses cepat dan gampang - Minmut fastrespon ga kaya mantan kamu Terima kasih adek sayang minmut💋💋💋🙏",0
"gejala tipes, gejala dbd, muntaber, sariawan, butterfly rush selama 1thn lebih",0
pasti kolom komen ig j banyak yang muntaber☹️,0
gw udah muntaber sih,0
Udah engeh sih kalo awal mula batuk darah ditambah asam lambung naik habis itu muncul muntaber,0
Yuhuuwww tengah malem muntaber 🙂,0
yg pamer lagi party sama saya awas ya nanti saya party till muntaber🙏🏻,0
aku baru inget ternyata aku muntaber gara gara minum sprite kadaluarsa hahahahah,0
"Duar dikasi muntaber, serem",0
"Jadi""lah jak malam masih nk makan seblak, kalu kagek muntaber kau kwwowkw",0
"Sampe rumah sa muntaber buk.. sampe jam 5 subuh baru kelar.
Sejak itu saya bertaubat. Tidak akan naik koya koya lagi.",0
Kapan ya kapan y. Anda aja muntaber!!!!!,0
"Akhirnya merasakan di infus selama hidup wkwkwk, bener2 gak ngerti lagi gw lemes bgt gara2 muntaber tuh makanan gaada yg masuk",0
aaaa sial. udah feeling ga enak pas makan panini diskonan kmrn huhu. beneran bikin muntaber kan 😫,0
"Kondisi semakin memburuk, dan Munir beberapa kali muntaber. Denyut nadi Munir juga melemah, bahkan Munir tidak dapat berbicara saat dokter datang. Dokter sempat memberikan sejumlah obat untuk meredakan sakit perut Munir.",0
demam trs muntaber yank,0
ya allah gw bnrn kekurangan cairan ini grgr dri kmrn muntaber udh belasan kali,0
padahal mbappe muntaber bib masuk wc mulu,0
"klo srius mah, gejala awal tipes pasti demam tinggi tuh bisa lama sih durasinya trus biasanya juga muntaber. trauma bngt kalo udah gejala begitu trus priksa ke dokter pasti langsung dapet surat rujukan auto wiu wiu dah",0
The worst thing happened this week is makan bareng temen-temen pulangnya semuanya kena muntaber 😭🤢🤮,0
"Kelar ujian langsung muntaber, nikmat sekali drama mahasiswa semester akhir",0
enih muntaber mau setop kapan ya… sha udh abis tenaga nya,0
"udah, ampe sakit muntaber gue",0
"ㅤ
Belum muntaber kan? BELUM EKSTRIM. ㅤ",0
enggak ini pait bikin muntaber,0
"Itu kode 3M kalo di dunia farmasi dibaca/diterjemahkan
Mules,menceret,muntaber",0
"Lambung atau ususnya ya itu, soalnya lagi muntaber.",0
pagi pagiii sakit perutt muntaber 😭😭😭,0
"ga elit sekali sakit muntaber ni, hadeh",0
fix inimah muntaber... kayanya,0
jawabannya gw jir gw muntaber nahan ambeien ngeliat bocah saling roasting,0
Pantes kemaren Petra ijin katanya perutnya sakit. Kirain muntaber ternyata hamil? ☹️,0
"kadang suka sakit hati, klo dibilang lebay pas PMS. padahal siklus pms gue ampe muntaber, trs keringet dingin badan nyeri semua wkwk🥹😭",0
hr ini mo ngonten tp partner ngonten ku muntaber,0
apakah ak skit muntaber,0
sumpah yg nipu” gini semoga sampe lo mati lo muntaber terus aamiin,0
Inget aku habis dipaksa kalian naik kora2 pulangnya langsung muntaber gak? Mana besok paginya KTS malah suruh jaga gawang,0
Ha thoo bener aku lah ha nek putri duyung sih oke langseng lah aku? Malah do muntaber ngko iwak blunthak 🤣🤣,0
"Siang ini sedih bgt, tetangga gue anaknya baru 1 tahun meninggal karna muntaber. Aaaaaaa 😭😭",0
"Artinya, ygg jadi masalah buat junjungan kalian bukan adanya syarat. Tapi syaratnya harus minta maaf itu yg bikin dia muntaber.
Paham?",0
Paling gabisa jajan sembarangan. Langsung muntaber 🤮,0
Kocak bgt ini badan gejala muntaber alasannya masa karna maem nasgor solaria sama popcorn cgv😭 kebanyakan makan nih fix,0
Drama apa lagi ya Allah Org org kalo gak drama sehari itu sumeng puyeng muntaber apa gimana sih,0
"Alias jahat banget, anabulnya muntaber depan kamar orang cuma diesrek"" doang ga dibersihin. mana baunya munek"" diluar kamar dan dalem perutku😭😭😭😭",0
keluar dari situ beneran muntaber 😭,0
"ini kah efek nunda tugas sampe ngebut sebelom deadline, jd muntaber",0
"Aku lagi muntaber, znn lagi asik flirting di tl😌",0
"Rangkuman kegiatanku yg lagi muntaber hari ini:
1. Bikin oralit sendiri
2. Pergi ke apotek beli diapet sendiri
3. Siang pengen istirahat karena badan lemes, tapi tiba-tiba disuruh cuci baju🥲
4. Ngebooking travel sendiri
5. Sekarang aku lemes banget Ya ALLAH, PENGEN NANGIS",0
"Nyampe rumah, di kamar disambut mama yg lagi nonton bbf sambil senyum senyum😀 anakmu ini lagi muntaber ma, tadi keluar ke tempat travel sendirian😀😀",0
"kata dokter, 1x24 jam terhitung sejak kemarin sore dilakukan observasi. posisinya Anbu semalem baru aja lahiran. hari ini masih muntaber, aku udah chat via wa kata dokternya suruh dibawa ke vet lagi untuk tindakan lanjutan. nah ini yg jadi kendala aku 😭😭😭",0
serius muntaber?,0
i mean gue diare aja bisa smpe 3 harian ini kok muntaber sehari aja udh sembuh(?) yg bener aja fnc apakah karena obat korea semanjur itu(?),0
OMAIIIIIIGAAADDD😭😭😭 semoga muntaber ku segera sembuh setelah melihat ini🙏🙏 Terima kasih asupannya😍😍,0
Terus bulan depannya muntaber.,0
"Sejak kpn kena muntaber malah ngancurin image idol? Yg namanya manusia ya bisa sakit, berak, dll aneh kalian semua aneh!! Kali ini gue ada di pihak fnc ya, gw sangat menghargai transparansinya karena biasa kalo bilangnya cm masalah kesehatan lu semua berspekulasi yg kagak2",0
eh sriusan mang napa kalo muntaber anjir😭 se-memalukan itukah??🥲 emang hrusnya agensi gausa terlalu detail ngasi tau sakitnya apa tapi diare tuh wajar aja gasi,0
kek woi muntaber is normal anjrit gada yang salah heran,0
"nahh bener, ini kayaknya yg dimasalahi sakitnya deh, seumpama sakitnya bukan itu mesti ga bakalan koar koar dah
kayak muntaber se disgusting itu hmm",0
siapa idol yg ga nampil karena muntaber njir,0
"ga dulu kak, biasa beli di warung. klo makan yg mahal nnti muntaber😰",0
Sakit muntaber kl ngejelasin ke masbul bingung gimana 😂,0
Perasaan nggak makan yg aneh-aneh kenapa malah begini😭 malu banget woey udah gede masa muntaber😭😭,0
Aduh nggak lucu banget ini aku kena muntaber😭😭,0
Langsung muntaber inii 😭😭,0
"apa salahnya dah sakit muntaber/diare/sejenisnya dah... gada yang lucu, itu juga keliatannya parah sampe ada vomitingnya gitu",0
dih gw jadi kak sel langsung muntaber jodohnya keran aer,0
"Anak saya pernah muntaber. Perutnya sakit jadi nangis terus. Saya bawa ke RS ketemu DSA nya sejak lahir. Di IGD dikasih obat sama observasi dulu. Katanya ""Kalau mencret lagi, fesesnya biar diperiksa ya bu."" Selang beberapa menit kemudian, anak mencret lagi...",0
ya kan lagian apa lucunya si kasih info detail member sakit muntaber. ya udah gitu fyi aja. pake protes segala ketawa. orang mah tinggal doain ajee,0
"Bener aku heran ama orang"" padahal muntah + be*** aka muntaber tuh bahaya banget, rasanya lemes banget 😢",0
"Min kalo galau malem mingguan gawsa ngajak2 min ini anak orang loh digantungin, aku daritadi nahan muntaber cius",0
Astagfirullah min gua udah mau muntaber ini tolong,0
"Jiung sakit ga bisa ikutan fansign hari ni, dibilang staff krn diare dan muntaber. Tapi inter fans malah bkin candaan, krn staff terlalu jujur ketikannya ga bilang sakit aja gtu.",0
"Loro ok masuk angin, loro i yo muntaber rodok kelas",0
"Spill nama penasehat hukum dan ahli bahasanya. Gue mau konsul kmrn anak gue minum milo di BK, trus lgsg muntaber malemnya.
Btw agia, sempet menikmati dingdong?",0
ini pisbul emg pada bacot sih anjirr sememalukan itu apa anjir sakit muntaber wajar kan ya knp masalah pada fokus ke situ si heran aku yank 😭😭😭😭,0
owh gitu ya 😭 kirain sememalukan itu sakit muntaber 😭😭🙏,0
ah eek anak gw lagi sakit lu semua malah ngelawak 😭😭 muntaber manusiawi insyaallah,0
Idol bisa muntaber juga,0
apa salahnya emg dgn muntaber 😭😭😭,0
omg muntaber gws jiung,0
Kudanil muntaber,0
muntaber juga kali lu,0
"Bolak balik RS, ngurusin papa sakit, abistu ke malang besokmya pagi vaksin lansung sore ke bandung, nyampe besok nya langsung balik malang lagi. Sekarang langsung drop, batuk pilek demam muntaber asli keknya tipes ini mah",0
Liat istri buatin kopi suaminya langsung muntaber 2minggu kayanya dia.,0
gais aku kebangun terus muntaber😭,0
"Gaya, muntaber yg ada lu ah wkwkwk",0
Yg memalukan itu orang yg agamanya dihina kufar dia santai. Tapi saat ada muslimah marah dan membalas dia muntaber,0
"Sebenernya kata dokter kucingku gak masalah kok makanannya mau kitten atau dewasa, apalagi udh 8 bulan... yg penting dia mau makan. (Tp kl bayi masih baru banget bisa makan jangan yg dewasa ya takut muntaber). 5 bulan ke atas udh aman lah makan dewasa",0
Tabibito kena muntaber makan jamur gosong,0
Ayange muntaber ora kui,0
"Tempe goreng + tumis kangkung,
Tp rada trauma sama tumis kangkung, soalnya setelah seminggu romusha-in skripsi, aku muntaber trus yg keluar kangkung krn terakhir aku makan tumis kangkung sblum muntah 😭👎🏼",0
"Jaman Soeharto kita makan nasi jagung tapi perasaan puas,aman,penjakit kita dulu cuman kolera dan muntaber,sekrg sy TDK bisa katakan lagi,ulamanya di hargai sebab tidak ikut percaturan politik,skrg.......😇😇😇😇",0
terus aja diem smpe IG lisa penuh sama komenan muntaber,0
"Kalo training tempatku, posisi yg sama, unpaid 2 mggu aja, ritme kerja nya yg mesti diikutin..Kalo lolos dan bs bertahan, lsg masuk payroll sih, tp ya ttp 1-3 bulan itu beneran dipantau kinerja nya, klo gak bs ikutin, sblm wkt nya ya pd muntaber..",0
"Adh, tbtb ada rasa rasa ingin muntaber.",0
"Mam, lu ini ya orangnya gue lihat tipe yang lihat orang ""nggak kerja, salah. kerja juga lebih salah lagi."" Mau lu apa sih, Mam? Mana hasil liputan lu saat itu? Mau lihat, dong. Jangan malah ""muntaber"". Muncul tanpa berita plus koar2 kayak gini di twitter.",0
Sigana lamun dilatih ku antonio conte bakal muntaber,0
"Cepat pulih Tek!!! 3 kompetisi buat Perin lama2 muntaber, mana rawan cedera juga. 😭",0
Si bayu titah lumpat terus nepi la muntaber,0
"Samaaa 😭😭 plis akutuh pingin minum kopi""an tp pasti aku mules kadang sampe sakit demam muntaber😭😭",0
Biar muntaber sekalian,0
Jangan coba-coba deh konsumsi produk olahan susu yang udah ga layak konsumsi. Mama sama adikku pernah keracunan susu basi sampe muntaber 3 hari.,0
84. otw muntaber ya chan?,0
"Kalau hamil tu minta dikelonin suami, bukan muntaber di ig lisa gk guna😂",0
"""Kamu dengerin KPop mulu, liriknya itu ngomong apa, ga tau artinya juga kan kamu""
""Kamu juga dengerin metal nyanyinya hoak hoek ga jelas kaya orang muntaber gitu""
*Lanjut pake headset masing-masing",0
aduh yg nipu gue semoga lo skrg lagi muntaber,-1
"Saya awalnya muntaber kak, tapi makin kesini ga pernah kesana",0
"dropped here just in case lu org penasaran
⚠️ trigger warning soalnya bisa bikin u muntaber ditempat n trauma😭😖🤮😆😭😔🤢🤒",0
"Aku seminggu sekali pas bulan agustus kemarin, muntaber, terus deman, bapil juga wkwk",0
Gatau ni kucingku muntaber,0
"Kemaren muntaber kak Ell, jadi nya ga masuk makanan sama sekaliiii hikss",0
"Ga batuk pilek, tapi muntaber 🥲",0
Sakit muntaber kk.,0
apa lagi gueh bang..liat wan jamban barbar maling anggaran mo muntaber 😂😂,0
"GUE NGURUS KUROO DARI KECIL KEK... nginget gmn dulu dia sakit sakitan, muntaber, gamau makan, pilek, gue yang ngurusin dari kecil. terus pas gede di isengin orang gini...",0
tu gejala apa muntaber y,0
Ga lucu ini kalo aku muntaber,0
misel baca ini gw rasa langsung muntaber,0
"Besok piket, blm mikirin besok pagi mau masak sarapan apa, padahal badan butuh istirahat perkara muntaber dr minggu, bukannya tidur lu fit!",0
"udah 4 hari fauzan muntaber, hari ini dia makan pas buang air besar keluar bentuk makanannya. tadi abis makan pun galama dia muntahin makanannya",0
Aku tadi minum dikit langsung muntaber. 😮‍💨,0
"Lemes bgt, muntaber seharian..sampe nyeri di ulu hati muntahnya. Aku teh laper, tapi kalo tiap makan aku muntah atuh kumaha😭😭",0
"seharian muntaber + tiap kemasukan nasi lgsg muntah + masak + cod panas-panas + ngurusin 65 foto di pigura + ngajar materi DKV di saba
pulang-pulang lemes parahh :)",0
"kamar 29: kok tumben koe yahmene wis nek kosan ora nek lab
kamar 26: muntaber cuk dikerjani suket laut teros",0
Yg suka nyolong makanan di kulkas semoga muntaber lah. Ntar tbtb yg makan jajanku ayah🤔,0
Aku sii gk batuk+pilek cuma muntaber aja,0
kemaren yg masuk igd banyak yg krna demam flu dan muntaber. tiati ges,0
"Kek ny keracunan makanan sih, semalem muntaber",0
Bangun tidur langsung muntaber,0
"Ujung2nya muntaber, mbah. Mundur tanpa berita",0
Semalem muntaber parah anjir,0
Gue kena muntaber anyinkkk.,-1
Penyakit yang bikin susah tuh muntaber JEJDIWJOSKSOW aku harus begimane yh.,0
puji Tuhan makan2nya setelah gue udh selesai muntaber 😭😭😭😭,0
"Efek muntaber , badan turun 5kg dr 50 jadi 45 🙂",0
Jangan sampe km diambekin jimin ya nanti dia pap shirtless km muntaber beztie,0
2 minggu pas SD doang wkwk soalnya sakit muntaber,0
aku hari ini mendadak muntaber anjir 😭💔 gatau gara gara apa...,0
"orang² kok ya gampang banget ya pengen keluar dr perusahaan, dimana banyak orang lain yg lagi sangat butuh kerjaan. kesannya kek ngegampangin, baru 9 hari kerja udah ada niatan muntaber",0
"Temen w ada-ada aja. Lagi nongkrong
😎 : ""Gua takut dikira muntaber gegara ga dtg organisasi""
🤷: ""Apaan muntaber?""
😎: ""Mundur tanpa berita""
🤷: woielah anjiir kita juga begitu padahal 😭",0
"bukan diare, tapi muntaber.",0
"Hari ini Shaka berhasil buat mamanya nangis. Pagi2 sengaja ga bangunin Shaka karena dia agak batpil, dan tengah malam, mamanya sibuk urus ART muntaber. Tapi, pagi2 Shaka mau sekolah smp nangis. Alhasil, sarapan cuma 2 suap nasi sop dan tidak bawa bekal.",0
nsjis gw muntaber,0
"Wwkwkw pertengahan agustus ini gue ngerasain muntaber🤣 sial banget mana perut gue melilit, gue kira halangan tau²nya muntaber asu.",0
DEMIALLAH gue disuruh masuk sama bapak gue ke sekolsh pas lagi muntaber,0
"repnya pd bikin ngakak heh, muntaber tuh kaya kita muntah trs diare jg makanya disebut muntaber",0
kesel kali aku lah sumpah kek se norak itunya diri kau kayak ga pernah liat orang medan aja si jamet ini ku ajak pulak kau mutar mutar medan sampe muntaber,0
"yang paling nyesek soalnya, duit ada, izin wes gampang pisan, udah satu daerah, ngesot jg jadi soalnya dkt. tp tiketnya itu anjir gue gasanggup muntaber berhari2 buat war tiket doang",0
abis bimbingan tuh muntaber mksdnya apaaa,0
Gua sumpahin yg comment kena muntaber sekalian,-1
abis muntaber ka WKWKWKW ga elit bgt kn 😭 pdhl ga ada makan apa 😮‍💨,0
atp i just wanna sleep selama mungkin sampe muntaber gw ilang,0
Apa hubungannya sama muntaber sih???,0
kyknya gue muntaber dah nangis bgt,0
muntare (muntah-diare) lbh keren daripada muntaber (muntah-berak) mon maap,0
Haiyo. Wedine nek mlh muntaber utowo tipes mbak.,0
"Pusing sesungguhnya, anak muntaber gak mau makan..",0
komis set di mondstadt sampe lu muntaber tay kata gw,0
"Demi allah gw baru tau muntaber itu muntah berak setelah baca twit ini, selama ini gw ngiranya muntaber tu mutah berdarah😭",0
muntaber a.k.a muntah berak,0
anak ca klo gada drama kayanya muntaber,0
Ga kuat pernah muntaber abis makan situ wk,0
"malahan gw pernah tidur jam 3 sore bangunn jam 3 subuh karna gw capek bgt, trs dikira rapat ampe ditanya-tanyain. pernah muntaber terus diurusin temen² 🥲 terus sedih jg nguruin temen gw yg sakit, kamar di lantai 2 tuh berisik bgt anaknya rame, kalo tengah malem suka make up² an",0
"Astga baru tau juga gw, jadi muntaber itu muntah berak?",0
ehh iyaa anj umur gue 23 taun dri kecil kirain gue org pada gamasuk sekolah muntaber kirain muntah sama sering berak😐🗿,0
"SUMPAH INI SUSU ENAK BANGETT, tapi gua cuma satu kali minum ini😭 gara2 abis minum itu gua muntaber trs dibwa ke igd, KARENA AKU ALERGI SUSU ANJIR PDHL ITU ENAK PISANNNN YA ALLAH PENGEN LAGI TP GA DIBOLEHIN 😭",0
oh muntaber tuh muntah eek? aku kira cm muntah2 sama sering berak aja,0
"Perut pernah bnr2 panas bgt jam 3 malem dan gatau mau mintol siapa, pernah jg muntaber smp lemes banget ga bisa bangun dan dilarikan ke igd",0
"Panas tinggi + muntaber ditambah batuk pilek, udh persis gejala gw pas positif c",0
muntaber 4x dalam setaun,0
"Untung dapat BPJS 30 obat dimakan dalam 1 hari, atau muntaber kemudian mati.",0
"muntaber dari jam 2 pagi sampe 5, sesek napas bener² nyiksa bgt",0
"Kau sedang gila, gak tau perkara hormon atau apa mending kau beli makan yg banyak dah makan tu sampai muntaber biar adem hati kau, terus kalau perlu nah ribut aja sama suami puas hati kau.",0
"Demam plus muntaber😭Ya Allah gasanggup bangett :”) mana waktu itu ngekos sendirian, yang lucunya lagi itu penyebabnya karna aku lagi halangan😭kek sebelum nya kalo dirumah gapernah ada masalah apa apa tiap haid, pas abis ngekos selalu aja pas lagi haid psti bareng demam/muntaber",0
Typus sama muntaber sampe kehabisan cairan untung banget Tante ku suster akhirnya di saranin obat biar ga terlalu lemes banget,0
"""akses kesehatan padahal semua butuh loh mas tapi gak pernah diperhatikan, sering kali banyak yang meninggal karena kesengat lebah atau sekedar muntaber tetapi telat penanganan hanya karena ga ada listrik untuk kondisi urgent tengah malam""",0
"Dia kna muntaber kali bolak balik ke wc
Keracunan mkan ketoprak barusan",0
langsung muntaber ya,0
lagi muntaber jdi maknnya dikit?,0
biasa guys lg muntaber 🤢🤮,0
aku lg muntaber kak wkwkwk jadi ga napsu makan 😫😫😫,0
lg ga napsu makan guys ak lg muntaber dan demam 🤢🤮,0
"owalaa, muntaber itu muntah berak",0
Mencoba kerja 64 jam seminggu dan hasilnya muntaber.,0
Intinya jangan sembarangan nyocol sambel kalo gamau muntaber,0
ternyata muntaber sakit bgt huhu,0
ini apa? ga ngerti ga mudeng ga paham ga masuk otak taik eek berak bab muntaber,0
"Gue tunggu ye wak sampe akhir desember, kalau ngga gue doain lu ambeyen gede sama muntaber, berak nya keras karna ambeyen. Awas aje lu.",0
"Sia-sia dong kebuang, kek muntaber 😿🤣",0
"masio sitik ttp muntah?
pikirku muntaber 😭",0
Astagfirullah keluarga gweh lg d timpa musibah muntaber,0
Ka setonya lg muntaber jd g bisa keluar rmh,0
tapi emang g bakalan bener2 sesuai standart pelatih juga..contoh alesio yg ex ass conte..conte aja d spurs pemain nya pada muntaber kalo d suruh gas pol..standart eropa bener2 d terapin d sini?bisa2 d opname semua pemain kita..itu baru atandart fisik..blum bicara taktik dst.🤣🤣,0
Terbukti menyembuhkan diare dan muntaber,0
"Sakit paling nyebelin adalah muntaber anjrittt, bikin lemes bgtt huffff",0
males bgt muntaber gini😭,0
Gurumi palkon ngentod semoga lu besok tbtb kepleset jatuh muntaber setaun,-1
hehe lucu bgt tetiba demam and muntaber,0
jdi loyo gara2 muntaber mulu,0
"Moga aja tiap hari lo kalo mau makan kecium tai kucing, biar mual mual sampe muntaber looo ajgggggg",-1
"setelah drama sakit muntaber bergelir, sekarang semua sudah sehat dan matanya udah berubah warna jadi hijauuuuu😵😵😵🫶",0
Aku masih marah sama ending GoT. Masa ada sejuta cara buat Cersei mati misalnya karena keselek salak atau muntaber berkepanjangan tapi malah ujungnya mati dipelukan Jamie.,0
Coba liat aku.. jadi muntaber..🤣,0
"Tadi pagi itu dia kembali muntaber lagi, dan akhirnya dilarikan ke rs. Puji Tuhan sekarang sudah dapat kamar rawat inap, ibu dan om aku jaga di sana.
Sedih banget aku kalau ayahku udah sakit apalagi sampai masuk rs. Dan karena keadaan sekarang, jadi ga bisa bebas dikunjungi",0
"Ayahku emang belakangan ini lagi kurang sehat, mulai dari tested + for cv kemudian ada masalah di perut, muntaber, dan juga kondisi perutnya dia yg dari dulu udah jadi issue.
Puji Tuhan dua hari lalu di test udah -
Kita pikir dari situ akan membaik makin harinya. Ternyata belum",0
